Date,Arriving by date,Type,Confirmation code,Booking date,Start date,End date,Nights,Guest,Listing,Details,Reference code,Currency,Amount,Paid out,Service fee,Fast pay fee,Cleaning fee,Gross earnings,Occupancy taxes,Earnings year
03/14/2024,,Reservation,HM3Q4DK9BA,03/04/2024,03/07/2024,03/11/2024,4,Guest 314,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,319.13,,9.87,,35.00,329.00,0.00,2024
03/14/2024,,Reservation,HM8ARQ4R2W,02/14/2024,03/08/2024,03/11/2024,3,Guest 315,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,603.34,,18.66,,50.00,622.00,0.00,2024
03/14/2024,,Reservation,HMFW3TJEYF,03/11/2024,03/12/2024,03/14/2024,2,Guest 316,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,259.96,,8.04,,40.00,268.00,0.00,2024
03/03/2024,03/04/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1536958821,USD,,1731.45,,,,,,
03/03/2024,,Reservation,HMCAK4HKBA,02/23/2024,02/23/2024,02/25/2024,2,Guest 317,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2024
03/03/2024,,Reservation,HMNDQM4HHM,01/11/2024,02/25/2024,02/27/2024,2,Guest 318,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,313.31,,9.69,,40.00,323.00,0.00,2024
03/03/2024,,Reservation,HMBF2T9CKJ,02/25/2024,02/26/2024,03/02/2024,5,Guest 319,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,386.06,,11.94,,35.00,398.00,0.00,2024
03/03/2024,,Reservation,HM49543F94,01/16/2024,02/29/2024,03/05/2024,5,Guest 320,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,741.08,,22.92,,50.00,764.00,0.00,2024
02/23/2024,02/26/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1929762254,USD,,1155.56,,,,,,
02/23/2024,,Reservation,HMBXEBE5FJ,01/08/2024,02/15/2024,02/29/2024,14,Guest 313,Modern City Getaway | Spacious 1BR Apt,,,USD,854.86,,26.44,,35.00,881.30,0.00,2024
02/23/2024,,Reservation,HMHKP5MN3K,02/08/2024,02/21/2024,02/23/2024,2,Guest 321,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,300.70,,9.30,,40.00,310.00,0.00,2024
02/17/2024,02/16/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3767030487,USD,,1080.58,,,,,,
02/17/2024,,Reservation,HMSR93JHWJ,01/14/2024,02/10/2024,02/13/2024,3,Guest 322,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,611.10,,18.90,,50.00,630.00,0.00,2024
02/17/2024,,Reservation,HMW4NDRPFE,01/22/2024,02/12/2024,02/15/2024,3,Guest 323,Modern City Getaway | Spacious 1BR Apt,,,USD,223.10,,6.90,,35.00,230.00,0.00,2024
02/17/2024,,Reservation,HMBN53PMBE,02/14/2024,02/14/2024,02/16/2024,2,Guest 324,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,246.38,,7.62,,40.00,254.00,0.00,2024
02/10/2024,02/12/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0925735282,USD,,1125.43,,,,,,
02/10/2024,,Reservation,HMB2EEK94C,01/14/2024,02/07/2024,02/09/2024,2,Guest 325,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,294.88,,9.12,,40.00,304.00,0.00,2024
02/10/2024,,Reservation,HM53QC4DXQ,01/16/2024,02/08/2024,02/12/2024,4,Guest 326,Modern City Getaway | Spacious 1BR Apt,,,USD,286.15,,8.85,,35.00,295.00,0.00,2024
02/10/2024,,Reservation,HM8NX34FMW,02/07/2024,02/09/2024,02/17/2024,8,Guest 327,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,544.40,,16.84,,35.00,561.24,0.00,2024
02/07/2024,02/08/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 8008435728,USD,,1025.29,,,,,,
02/07/2024,,Reservation,HMSJREPYQR,01/21/2024,01/31/2024,02/03/2024,3,Guest 328,Modern City Getaway | Spacious 1BR Apt,,,USD,223.10,,6.90,,35.00,230.00,0.00,2024
02/07/2024,,Reservation,HMQJTJPQFE,01/31/2024,01/31/2024,02/02/2024,2,Guest 329,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,166.84,,5.16,,30.00,172.00,0.00,2024
02/07/2024,,Reservation,HMXYABHYNC,01/31/2024,02/02/2024,02/05/2024,3,Guest 330,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,252.20,,7.80,,35.00,260.00,0.00,2024
02/07/2024,,Reservation,HMEFFRWA3B,02/02/2024,02/03/2024,02/05/2024,2,Guest 331,Modern City Getaway | Spacious 1BR Apt,,,USD,160.05,,4.95,,35.00,165.00,0.00,2024
02/07/2024,,Reservation,HMTP4SATTP,01/22/2024,02/05/2024,02/08/2024,3,Guest 332,Modern City Getaway | Spacious 1BR Apt,,,USD,223.10,,6.90,,35.00,230.00,0.00,2024
01/30/2024,01/30/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6403461207,USD,,1223.79,,,,,,
01/30/2024,,Reservation,HMKTPRYMFJ,01/19/2024,01/28/2024,02/07/2024,10,Guest 333,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1223.79,,37.85,,50.00,1261.64,0.00,2024
01/30/2024,01/30/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 5809073782,USD,,1096.20,,,,,,
01/30/2024,,Reservation,HM9XWHDXYK,11/22/2023,01/20/2024,01/28/2024,8,Guest 334,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,233.87,,7.23,,9.04,241.10,0.00,2024
01/30/2024,,Reservation,HMMWKS4Z8T,01/04/2024,01/21/2024,01/27/2024,6,Guest 290,Modern City Getaway | Spacious 1BR Apt,,,USD,431.65,,13.35,,35.00,445.00,0.00,2024
01/30/2024,,Reservation,HM5C5QQHFN,01/24/2024,01/27/2024,01/31/2024,4,Guest 335,Modern City Getaway | Spacious 1BR Apt,,,USD,266.75,,8.25,,35.00,275.00,0.00,2024
01/30/2024,,Reservation,HM4E9FERFW,01/07/2024,01/28/2024,01/30/2024,2,Guest 336,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,163.93,,5.07,,30.00,169.00,0.00,2024
01/22/2024,01/22/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 2574395024,USD,,2000.00,,,,,,
01/22/2024,,Reservation,HM4Z82JE9C,12/13/2023,01/10/2024,01/18/2024,8,Guest 337,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,28.48,,0.88,,0.00,29.36,0.00,2024
01/22/2024,,Reservation,HM4Z82JE9C,12/13/2023,01/10/2024,01/18/2024,8,Guest 337,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,120.47,,3.73,,0.00,124.20,0.00,2024
01/22/2024,,Reservation,HMYZ9RS5JJ,01/14/2024,01/15/2024,01/20/2024,5,Guest 338,Top Floor Ocean View | 1BR Apt,,,USD,276.45,,8.55,,30.00,285.00,0.00,2024
01/22/2024,,Reservation,HMZPX9TAXW,01/15/2024,01/15/2024,01/19/2024,4,Guest 339,Modern City Getaway | Spacious 1BR Apt,,,USD,266.75,,8.25,,35.00,275.00,0.00,2024
01/22/2024,,Reservation,HM98ZEJNHK,01/18/2024,01/18/2024,01/20/2024,2,Guest 340,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,248.32,,7.68,,40.00,256.00,0.00,2024
01/22/2024,,Reservation,HM9XWHDXYK,11/22/2023,01/20/2024,01/28/2024,8,Guest 334,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1059.53,,32.77,,40.96,1092.30,0.00,2024
01/13/2024,01/15/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1679700389,USD,,1253.20,,,,,,
01/13/2024,,Reservation,HM8SW9CN2R,10/16/2023,01/11/2024,01/28/2024,17,Guest 341,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,1004.88,,31.08,,35.00,1035.96,0.00,2024
01/13/2024,,Reservation,HMF8553RWW,01/10/2024,01/11/2024,01/15/2024,4,Guest 213,Top Floor Ocean View | 1BR Apt,,,USD,248.32,,7.68,,30.00,256.00,0.00,2024
01/12/2024,01/12/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1354218401,USD,,1008.80,,,,,,
01/12/2024,,Reservation,HM4Z82JE9C,12/13/2023,01/10/2024,01/18/2024,8,Guest 337,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1008.80,,31.20,,50.00,1040.00,0.00,2024
01/10/2024,01/10/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3400746993,USD,,1257.66,,,,,,
01/10/2024,,Reservation,HM9TPJY59N,01/03/2024,01/04/2024,01/11/2024,7,Guest 329,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,32.55,,1.01,,0.00,33.56,0.00,2024
01/10/2024,,Reservation,HM9NYJBXE4,11/06/2023,01/05/2024,01/09/2024,4,Guest 342,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,688.70,,21.30,,50.00,710.00,0.00,2024
01/10/2024,,Reservation,HMXTWQ8DT4,11/23/2023,01/05/2024,01/08/2024,3,Guest 257,Modern City Getaway | Spacious 1BR Apt,,,USD,236.68,,7.32,,35.00,244.00,0.00,2024
01/10/2024,,Reservation,HM8WNKXSCN,10/16/2023,01/08/2024,01/12/2024,4,Guest 257,Modern City Getaway | Spacious 1BR Apt,,,USD,299.73,,9.27,,35.00,309.00,0.00,2024
01/06/2024,01/08/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1076592063,USD,,1863.37,,,,,,
01/06/2024,,Reservation,HM4H3WRHTD,09/14/2023,09/25/2023,09/29/2023,4,Guest 343,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,313.31,,9.69,,35.00,323.00,0.00,2024
01/06/2024,,Reservation,HMKEEZ9PCK,08/09/2023,10/01/2023,10/03/2023,2,Guest 344,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2024
01/06/2024,,Reservation,HMJKPS458B,08/24/2023,10/01/2023,10/06/2023,5,Guest 345,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,397.70,,12.30,,35.00,410.00,0.00,2024
01/06/2024,,Reservation,HMFSCRW4KK,11/30/2023,01/02/2024,01/04/2024,2,Guest 346,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,397.70,,12.30,,40.00,410.00,0.00,2024
01/06/2024,,Reservation,HM9TPJY59N,01/03/2024,01/04/2024,01/11/2024,7,Guest 329,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,463.66,,14.34,,35.00,478.00,0.00,2024
01/06/2024,01/08/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6089616917,USD,,1178.06,,,,,,
01/06/2024,,Reservation,HMRZ3Q9X9Y,08/26/2023,09/24/2023,10/04/2023,10,Guest 323,Modern City Getaway | Spacious 1BR Apt,,,USD,620.31,,19.19,,35.00,639.50,0.00,2024
01/06/2024,,Reservation,HMRQBHP3H9,12/29/2023,12/30/2023,01/02/2024,3,Guest 347,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,557.75,,17.25,,50.00,575.00,0.00,2024
12/30/2023,01/01/2024,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 7837985727,USD,,1256.15,,,,,,
12/30/2023,,Reservation,HMWHBS232A,11/24/2023,12/26/2023,12/28/2023,2,Guest 348,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,199.82,,6.18,,30.00,206.00,0.00,2023
12/30/2023,,Reservation,HMM255RCJT,11/10/2023,12/27/2023,12/29/2023,2,Guest 349,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,397.70,,12.30,,40.00,410.00,0.00,2023
12/30/2023,,Reservation,HM9JWQNCQ4,10/20/2023,12/28/2023,01/04/2024,7,Guest 350,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,658.63,,20.37,,35.00,679.00,0.00,2023
12/26/2023,12/27/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3982616975,USD,,1321.49,,,,,,
12/26/2023,,Reservation,HMN2WF2WKQ,12/19/2023,12/21/2023,12/23/2023,2,Guest 351,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,320.10,,9.90,,40.00,330.00,0.00,2023
12/26/2023,,Resolution Adjustment,HMTDYRAWS3,,12/03/2023,12/23/2023,20,Guest 352,Delightful Piantini | Spacious 11th Floor 1BR Apt,Resolution adjustment for resolution 31386666,,USD,-150.00,,,,,-150.00,,2023
12/26/2023,,Reservation,HMKEPEZW4T,12/21/2023,12/23/2023,12/26/2023,3,Guest 353,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,237.65,,7.35,,35.00,245.00,0.00,2023
12/26/2023,,Reservation,HMHKXNJWPB,12/23/2023,12/23/2023,12/25/2023,2,Guest 354,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.00,,9.00,,40.00,300.00,0.00,2023
12/26/2023,,Reservation,HMZZPNRHHA,12/20/2023,12/24/2023,01/01/2024,8,Guest 355,Modern City Getaway | Spacious 1BR Apt,,,USD,622.74,,19.26,,35.00,642.00,0.00,2023
12/20/2023,12/20/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 7452495324,USD,,1390.01,,,,,,
12/20/2023,,Reservation,HM4XFJF89P,12/04/2023,12/07/2023,12/10/2023,3,Guest 356,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,479.18,,14.82,,50.00,494.00,0.00,2023
12/20/2023,,Reservation,HMHPT8NWW3,12/10/2023,12/10/2023,12/13/2023,3,Guest 357,Modern City Getaway | Spacious 1BR Apt,,,USD,179.45,,5.55,,35.00,185.00,0.00,2023
12/20/2023,,Reservation,HM2MP4JMKF,12/09/2023,12/13/2023,12/16/2023,3,Guest 358,Modern City Getaway | Spacious 1BR Apt,,,USD,202.73,,6.27,,35.00,209.00,0.00,2023
12/20/2023,,Reservation,HMK2SY58AB,11/17/2023,12/18/2023,12/21/2023,3,Guest 359,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,528.65,,16.35,,50.00,545.00,0.00,2023
12/05/2023,12/05/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 4336721607,USD,,1604.57,,,,,,
12/05/2023,,Reservation,HMTDYRAWS3,11/29/2023,12/03/2023,12/23/2023,20,Guest 352,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,1604.57,,49.63,,35.00,1654.20,0.00,2023
12/03/2023,12/04/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 4524550472,USD,,1206.68,,,,,,
12/03/2023,,Reservation,HMD2T9F3C8,11/29/2023,11/29/2023,12/03/2023,4,Guest 360,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,255.11,,7.89,,35.00,263.00,0.00,2023
12/03/2023,,Reservation,HMD2T9F3C8,11/29/2023,11/29/2023,12/03/2023,4,Guest 360,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,85.36,,2.64,,0.00,88.00,0.00,2023
12/03/2023,,Reservation,HM9CEEYCRY,11/12/2023,12/01/2023,12/06/2023,5,Guest 361,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,866.21,,26.79,,50.00,893.00,0.00,2023
11/28/2023,11/28/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 3991608440,USD,,1516.11,,,,,,
11/28/2023,,Reservation,HMEC84DT82,11/23/2023,11/24/2023,11/26/2023,2,Guest 362,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,334.65,,10.35,,40.00,345.00,0.00,2023
11/28/2023,,Reservation,HMAZJCAT5Y,11/15/2023,11/25/2023,11/29/2023,4,Guest 269,Modern City Getaway | Spacious 1BR Apt,,,USD,286.15,,8.85,,35.00,295.00,0.00,2023
11/28/2023,,Reservation,HMEK5WQD3Z,11/25/2023,11/25/2023,11/28/2023,3,Guest 363,Top Floor Ocean View | 1BR Apt,,,USD,192.06,,5.94,,30.00,198.00,0.00,2023
11/28/2023,,Reservation,HMWB4KJDXM,10/18/2023,11/26/2023,11/29/2023,3,Guest 364,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,528.65,,16.35,,50.00,545.00,0.00,2023
11/28/2023,,Reservation,HMD5T3H3JP,11/25/2023,11/26/2023,11/28/2023,2,Guest 365,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,174.60,,5.40,,30.00,180.00,0.00,2023
11/23/2023,11/24/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1334245341,USD,,1280.40,,,,,,
11/23/2023,,Reservation,HMRYZ423QZ,11/14/2023,11/17/2023,11/20/2023,3,Guest 150,Modern City Getaway | Spacious 1BR Apt,,,USD,219.22,,6.78,,35.00,226.00,0.00,2023
11/23/2023,,Reservation,HMQRQZZASQ,11/14/2023,11/20/2023,11/24/2023,4,Guest 366,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,560.66,,17.34,,50.00,578.00,0.00,2023
11/23/2023,,Reservation,HMZ2RM452H,11/16/2023,11/20/2023,11/22/2023,2,Guest 367,Modern City Getaway | Spacious 1BR Apt,,,USD,160.05,,4.95,,35.00,165.00,0.00,2023
11/23/2023,,Reservation,HMTB9ZX85B,10/11/2023,11/22/2023,11/26/2023,4,Guest 368,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,340.47,,10.53,,35.00,351.00,0.00,2023
11/18/2023,11/20/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 5368850987,USD,,1022.77,,,,,,
11/18/2023,,Reservation,HMQDEXH2AM,11/13/2023,11/13/2023,11/17/2023,4,Guest 369,Modern City Getaway | Spacious 1BR Apt,,,USD,53.35,,1.65,,0.00,55.00,0.00,2023
11/18/2023,,Reservation,HMZ92XMJKH,09/20/2023,11/16/2023,11/19/2023,3,Guest 113,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,528.65,,16.35,,50.00,545.00,0.00,2023
11/18/2023,,Reservation,HMYDFCH3XX,11/15/2023,11/16/2023,11/22/2023,6,Guest 370,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,440.77,,13.63,,35.00,454.40,0.00,2023
11/16/2023,11/17/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 9463195520,USD,,1345.12,,,,,,
11/16/2023,,Reservation,HMCBMWA4Q5,11/01/2023,11/12/2023,11/15/2023,3,Guest 371,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,528.65,,16.35,,50.00,545.00,0.00,2023
11/16/2023,,Reservation,HMQDEXH2AM,11/13/2023,11/13/2023,11/17/2023,4,Guest 369,Modern City Getaway | Spacious 1BR Apt,,,USD,188.18,,5.82,,35.00,194.00,0.00,2023
11/16/2023,,Reservation,HM35T5JY8D,11/10/2023,11/14/2023,11/23/2023,9,Guest 372,Luxury City Center - High-rise | 1BR Apt,,,USD,628.29,,19.43,,35.00,647.72,0.00,2023
11/12/2023,11/13/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 8756612624,USD,,1011.66,,,,,,
11/12/2023,,Reservation,HMS3BSDFWF,10/28/2023,11/09/2023,11/16/2023,7,Guest 373,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,502.46,,15.54,,35.00,518.00,0.00,2023
11/12/2023,,Reservation,HMHWCFQRTT,11/10/2023,11/10/2023,11/17/2023,7,Guest 331,Top Floor Ocean View | 1BR Apt,,,USD,421.76,,13.04,,30.00,434.80,0.00,2023
11/12/2023,,Reservation,HM49KBFZ9M,11/10/2023,11/10/2023,11/12/2023,2,Guest 369,Modern City Getaway | Spacious 1BR Apt,,,USD,147.44,,4.56,,35.00,152.00,0.00,2023
11/12/2023,,Resolution Adjustment,HMHWCFQRTT,,11/10/2023,11/17/2023,7,Guest 331,Top Floor Ocean View | 1BR Apt,Resolution adjustment for resolution 31113739,,USD,-60.00,,,,,-60.00,,2023
11/10/2023,11/10/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0793557970,USD,,1071.85,,,,,,
11/10/2023,,Reservation,HMTFAAKKKS,11/04/2023,11/04/2023,11/07/2023,3,Guest 374,Luxury City Center - High-rise | 1BR Apt,,,USD,231.83,,7.17,,35.00,239.00,0.00,2023
11/10/2023,,Reservation,HMT2B845CM,11/03/2023,11/07/2023,11/09/2023,2,Guest 375,Top Floor Ocean View | 1BR Apt,,,USD,151.32,,4.68,,30.00,156.00,0.00,2023
11/10/2023,,Reservation,HMYZQR2943,10/02/2023,11/08/2023,11/12/2023,4,Guest 177,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,688.70,,21.30,,50.00,710.00,0.00,2023
11/03/2023,11/03/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 4006708993,USD,,1187.05,,,,,,
11/03/2023,,Reservation,HMWJJ4ZXPE,08/25/2023,10/30/2023,11/07/2023,8,Guest 376,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,572.07,,17.69,,35.00,589.76,0.00,2023
11/03/2023,,Reservation,HM3CK9RBWP,09/26/2023,11/01/2023,11/05/2023,4,Guest 377,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,614.98,,19.02,,50.00,634.00,0.00,2023
11/01/2023,11/02/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 9245766843,USD,,1455.00,,,,,,
11/01/2023,,Reservation,HMMKN9RE43,10/07/2023,10/26/2023,10/29/2023,3,Guest 378,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,480.15,,14.85,,50.00,495.00,0.00,2023
11/01/2023,,Reservation,HM844T3WKM,10/25/2023,10/27/2023,10/29/2023,2,Guest 379,Top Floor Ocean View | 1BR Apt,,,USD,129.98,,4.02,,30.00,134.00,0.00,2023
11/01/2023,,Reservation,HMA5F9CYPJ,10/28/2023,10/28/2023,10/30/2023,2,Guest 380,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,151.32,,4.68,,30.00,156.00,0.00,2023
11/01/2023,,Reservation,HMW2YWBYP5,10/18/2023,10/30/2023,11/01/2023,2,Guest 381,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,291.97,,9.03,,40.00,301.00,0.00,2023
11/01/2023,,Reservation,HMCRXJAW5C,10/30/2023,10/30/2023,11/05/2023,6,Guest 382,Top Floor Ocean View | 1BR Apt,,,USD,401.58,,12.42,,30.00,414.00,0.00,2023
10/27/2023,10/30/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 0032720586,USD,,1047.60,,,,,,
10/27/2023,,Reservation,HMCA3E4MKT,08/17/2023,10/19/2023,10/23/2023,4,Guest 383,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,576.18,,17.82,,50.00,594.00,0.00,2023
10/27/2023,,Reservation,HMPFEMHSPH,10/23/2023,10/23/2023,10/28/2023,5,Guest 029,Modern City Getaway | Spacious 1BR Apt,,,USD,217.28,,6.72,,35.00,224.00,0.00,2023
10/27/2023,,Reservation,HMPFEMHSPH,10/23/2023,10/23/2023,10/28/2023,5,Guest 029,Modern City Getaway | Spacious 1BR Apt,,,USD,122.22,,3.78,,0.00,126.00,0.00,2023
10/27/2023,,Reservation,HM5CJXSAFA,10/24/2023,10/25/2023,10/27/2023,2,Guest 374,Top Floor Ocean View | 1BR Apt,,,USD,131.92,,4.08,,30.00,136.00,0.00,2023
10/20/2023,10/23/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 2057806784,USD,,1628.08,,,,,,
10/20/2023,,Reservation,HMYMY8JKCZ,09/21/2023,10/11/2023,10/19/2023,8,Guest 384,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,2.94,,0.09,,0.14,3.03,0.00,2023
10/20/2023,,Reservation,HMH2MZDCKJ,08/27/2023,10/15/2023,10/27/2023,12,Guest 385,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,837.11,,25.89,,35.00,863.00,0.00,2023
10/20/2023,,Reservation,HMYNRKHQ32,10/17/2023,10/18/2023,10/31/2023,13,Guest 386,Luxury City Center - High-rise | 1BR Apt,,,USD,788.03,,24.37,,35.00,812.40,0.00,2023
10/13/2023,10/13/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 6189180913,USD,,2000.00,,,,,,
10/13/2023,,Reservation,HM5R2CSAMZ,10/02/2023,10/06/2023,10/13/2023,7,Guest 387,Top Floor Ocean View | 1BR Apt,,,USD,466.38,,14.42,,30.00,480.80,0.00,2023
10/13/2023,,Reservation,HMFA5RCYZA,10/09/2023,10/09/2023,10/11/2023,2,Guest 388,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,256.08,,7.92,,40.00,264.00,0.00,2023
10/13/2023,,Reservation,HM8P3BSA3F,10/10/2023,10/10/2023,10/13/2023,3,Guest 389,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,228.92,,7.08,,35.00,236.00,0.00,2023
10/13/2023,,Reservation,HMYMY8JKCZ,09/21/2023,10/11/2023,10/19/2023,8,Guest 384,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,1048.62,,32.43,,49.86,1081.05,0.00,2023
10/07/2023,10/09/2023,Payout,,,,,,,,"Transfer to Western Union, Eugenia Rodriguez Calderon, DO (USD)",MTCN: 1672160695,USD,,1157.21,,,,,,
10/07/2023,,Reservation,HMPCEH2SB9,08/21/2023,10/03/2023,10/08/2023,5,Guest 344,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,717.80,,22.20,,50.00,740.00,0.00,2023
